subjectid,gender,height,weight,handedness,age,race
26938,male,169.7,62.6,right,26,asian
26942,male,177.3,88.7,right,38,white
26944,male,176.4,71,left,23,white
26946,male,171.6,88.7,right,31,white
26949,male,180.2,81.7,left,35,white
26953,male,170.7,78.2,left,22,black
26954,male,180.6,84.1,right,37,white
26955,male,171.2,54.9,right,26,white
26959,male,187,109.2,left,38,white
26962,male,177.2,66.3,right,23,white
26964,male,180.5,107.2,right,39,white
26965,male,182,114.7,right,40,black
26967,male,157.9,54.6,left,29,black
26970,male,167.8,85.9,right,35,white
26975,male,185.8,97.6,right,29,white
26976,male,177.3,87,right,22,white
26977,male,182.1,69.7,right,19,white
26978,male,184.6,94.2,right,20,white
26985,male,173.7,62,right,18,white
26986,male,173.7,94,right,48,white
26987,male,169.3,73.5,right,30,hispanic
26989,male,178.2,80.9,right,28,hispanic
26993,male,175.9,104.5,right,44,white
26996,male,173.2,106.9,left,22,white
26997,male,170.7,82.6,left,28,white
26998,male,175.1,71.3,right,21,white
26999,male,176.3,90.7,right,20,white
27004,male,180.4,87.6,right,22,white
27005,male,174.2,112.8,right,21,white
27006,male,182.3,106.3,right,33,white
27007,male,180.7,67.3,right,24,white
27008,male,177.5,89.3,left,41,white
27009,male,179.7,78.4,right,19,white
27010,male,173.1,71.7,right,21,white
27011,male,174.4,77.6,right,22,hispanic
27016,male,167.3,74.9,right,19,white
27017,male,164.8,69.4,right,19,asian
27022,male,186.8,80.1,right,22,black
27023,male,177.3,77.8,right,19,white
27024,male,192.3,92.4,right,23,white
27027,male,177.9,88.5,right,19,white
27028,male,181.1,75.7,right,31,white
27029,male,171.5,93.8,right,30,white
27030,male,174.7,92.4,right,30,white
27031,male,174.4,88.8,left,32,white
27032,male,178.3,66.1,left,23,white
27034,male,176.4,91,right,22,white
27038,male,170.1,80.9,right,37,white
27039,male,172.4,62.1,right,26,white
27041,male,176.5,79.6,right,24,white
27046,male,163,63.6,right,22,black
27047,male,171.3,60.8,left,20,black
27051,male,183.8,121,right,23,white
27052,male,170.4,85.5,right,34,white
27054,male,177.2,74.4,right,19,white
27057,male,184.6,111.4,right,24,white
27062,male,180.5,91.3,right,27,white
27063,male,180.5,107.4,right,25,white
27065,male,168,71.3,right,25,white
27110,male,183.9,90.2,right,32,white
27111,male,172.3,82.9,right,22,hispanic
27112,male,180,86.9,right,19,hispanic
27114,male,186.1,86.6,right,18,white
27115,male,172.4,77.2,right,24,white
27119,male,181.2,80.1,left,24,white
27120,male,166.4,72.5,right,24,white
27122,male,170.6,66.7,right,18,asian
27123,male,168.7,68,left,40,asian
27124,male,185.8,107.9,right,25,white
27125,male,162.9,74.5,right,27,hispanic
27126,male,185.6,79.2,left,27,white
27127,male,175.7,105.2,right,23,black
27130,male,175,66.3,right,26,white
27133,male,173.5,90.5,right,30,white
27135,male,173.9,58.7,left,22,white
27136,male,163.4,68.7,left,26,white
27138,male,177.2,109,left,31,white
27141,male,160,57.6,right,19,black
27142,male,165.7,92.2,right,26,white
27143,male,189.8,81.5,right,23,white
27147,male,183,91.2,right,20,black
27148,male,171.2,85,right,21,white
27149,male,169.3,92,right,27,white
27150,male,191,144.2,right,22,white
27152,male,181.7,73.9,right,22,white
27155,male,179,106.2,right,22,white
27156,male,178.9,104.9,right,21,white
27157,male,172.8,66,right,21,white
27158,male,168.4,62.2,right,24,white
27160,male,186.1,102.2,right,23,black
27161,male,176.3,69.7,right,19,white
27162,male,195.2,93.9,right,24,white
27163,male,175,79.3,right,19,white
27164,male,176.3,89.9,right,19,white
27166,male,185.4,72.7,right,18,white
27167,male,166.9,69,right,18,white
27168,male,185.8,114,right,35,white
27169,male,178.6,99.5,left,47,white
27170,male,171.2,88.7,right,47,hispanic
27173,male,175.2,89.4,left,31,white
27175,male,165.3,84.2,right,25,black
27178,male,168.7,80.4,right,26,white
27181,male,168.9,76,right,21,white
27182,male,167.4,91.3,right,23,white
27184,male,181.9,67.3,right,21,white
27185,male,178.8,85.7,right,22,white
27187,male,167.9,68.8,right,22,black
27188,male,176.3,88.5,right,20,white
27191,male,173.3,70.8,right,19,black
27196,male,170.3,74.3,right,21,white
27198,male,181.4,98.5,right,25,white
27199,male,182.5,90.2,right,23,white
27200,male,181.5,85.2,right,21,black
27206,male,177.8,85.1,right,27,white
27207,male,174.4,68.5,right,25,white
27210,male,178.1,106.5,right,27,white
27247,male,171.6,104.4,right,28,hispanic
27248,male,176.6,96.8,right,42,white
27249,male,173.6,90.2,right,22,white
27250,male,181,93.8,right,29,white
27251,male,183.9,92.8,right,35,white
27252,male,166.8,87.3,right,31,white
27254,male,178.4,76.9,right,51,white
27257,male,175.7,89.2,right,33,black
27258,male,177.7,96.3,right,47,white
27260,male,174.9,94.7,right,40,black
27261,male,184.2,66.5,right,34,white
27262,male,178.2,75.4,right,31,white
27264,male,173.4,93.5,right,26,hispanic
27265,male,189.7,95,right,28,white
27266,male,165,82.2,left,51,white
27268,male,176,105.2,right,24,white
27269,male,183.7,74.7,right,36,black
27270,male,171.8,84.5,right,32,black
27271,male,165.4,84.3,right,41,white
27272,male,183.4,92.5,right,41,white
27273,male,181,92.6,left,26,white
27274,male,172.2,75,right,53,asian
27275,male,164.6,73.3,right,48,white
27276,male,172.8,81.5,left,32,white
27278,male,176.1,87.5,right,34,asian
27279,male,178,77,right,28,asian
27280,male,171.9,86.9,right,42,white
27281,male,183,85,right,25,white
27283,male,175.1,96.2,right,45,white
27284,male,175.8,81.1,right,43,white
27285,male,168.1,85.7,right,48,white
27286,male,180.5,87.9,right,42,white
27287,male,176.6,88.2,right,46,white
27288,male,174,71.2,right,26,white
27289,male,176.8,83.2,right,37,white
27290,male,170.3,74.2,right,27,hispanic
27291,male,184.5,83.3,right,23,white
27292,male,185.3,115.1,right,29,white
27293,male,175.6,79.2,right,30,white
27294,male,185.8,86.2,right,29,white
27296,male,176.3,75.3,right,25,white
27297,male,175.8,82.3,right,23,hispanic
27298,male,176.8,83.7,left,27,white
27299,male,180.1,93.2,right,28,white
27300,male,176.1,87.9,right,22,black
27301,male,175.6,81.9,right,41,white
27302,male,183,106.1,right,35,white
27304,male,172.6,73.3,right,30,hispanic
27305,male,171.8,81.8,right,39,white
27306,male,171.7,90.7,right,38,white
27311,male,181.1,87.5,right,37,white
27312,male,178,90.2,right,24,white
27314,male,166.4,66.3,right,23,asian
27315,male,175.1,74,right,23,black
27316,male,197.2,109.3,right,31,white
27319,male,169.9,66.1,right,23,black
27320,male,181.9,99.3,right,26,white
27322,male,166.5,76.6,right,43,white
27324,male,156.7,61.9,right,36,pacific_islander
27325,male,168.6,79.2,left,28,black
27327,male,177.1,98.4,right,51,white
27328,male,180,77.4,right,28,black
27329,male,178.3,87.9,left,41,white
27330,male,175.6,92.8,right,25,white
27331,male,172.2,80.3,right,25,white
27334,male,176.1,88.4,right,23,white
27336,male,185,83.6,left,26,white
27339,male,181.6,81,right,31,white
27340,male,177.2,93.6,right,21,native_american
27341,male,173.5,61.9,right,20,white
27347,male,170.5,77.2,right,24,hispanic
27349,male,180.3,90.8,right,25,black
27350,male,175,66.1,right,22,white
27351,male,177.7,109,right,30,white
27352,male,175.9,95.7,right,25,white
27354,male,178.7,87.7,right,31,white
27355,male,176.6,99.1,right,32,hispanic
27360,male,176.2,60.3,left,22,white
27361,male,168.8,79.1,right,21,white
27362,male,185,79.1,left,26,white
27365,male,176.4,77.1,right,23,black
27366,male,179.8,92.7,right,23,white
27367,male,167.8,80.1,right,24,white
27369,male,173.8,96.9,right,29,white
27370,male,173.9,77.5,right,30,white
27371,male,157.7,56.4,left,23,asian
27372,male,170.7,72.8,right,26,black
27373,male,186.3,103.3,right,23,white
27375,male,182,71,right,26,white
27379,male,181.6,94.8,right,20,white
27380,male,185.6,102,right,25,white
27383,male,180.6,93.5,right,32,black
27384,male,193.4,100.7,right,37,white
27390,male,177.4,68.8,right,25,white
27391,male,180,94.1,right,24,white
27393,male,167.3,69,right,21,white
27395,male,194.4,112.6,left,21,black
27396,male,184.1,93.5,right,25,white
27400,male,176.1,93.2,right,29,black
27402,male,187.2,97.9,right,26,white
27404,male,172.6,91.7,right,28,white
27405,male,176.4,85,right,51,white
27407,male,167,54.2,left,33,asian
27410,male,176.5,94.8,right,48,white
27411,male,172,85.8,left,48,white
27412,male,171.8,91.3,right,49,white
27415,male,178.4,83.4,right,41,white
27416,male,165.1,89.1,right,49,pacific_islander
27417,male,180.8,98.8,right,43,white
27418,male,174,80.1,right,35,white
27419,male,171,94,right,43,white
27421,male,180.4,100.2,right,32,white
27422,male,171.9,89.8,left,43,white
27425,male,179.4,64.5,right,20,white
27426,male,173.6,62.3,right,22,white
27427,male,161.6,76.9,right,18,white
27428,male,174.4,62.7,left,19,black
27429,male,181.6,85.5,right,25,white
27430,male,174.9,85.5,right,29,asian
27431,male,174.9,88.1,right,28,hispanic
27432,male,166.8,76.5,right,34,asian
27433,male,157.5,62.8,right,46,asian
27434,male,170.8,75.6,right,32,white
27436,male,164.5,81.3,left,37,black
27485,male,182.5,95.6,right,23,white
27487,male,180,76.5,right,33,white
27489,male,181,82.3,left,27,white
27490,male,171.8,82.5,right,28,white
27492,male,180.8,110,right,25,black
27495,male,181.4,77.3,right,24,white
27496,male,164.9,80.7,left,29,white
27497,male,185.7,109.9,right,32,white
27499,male,176.5,105.9,right,25,white
27504,male,174.8,104.4,left,33,white
27505,male,173,84.6,right,54,white
27506,male,187,122.3,right,46,white
27508,male,187,100,right,38,white
27509,male,178,83.5,right,36,pacific_islander
27512,male,176.1,69,right,29,white
27513,male,179.3,100.2,right,42,hispanic
27514,male,178.1,94.1,right,23,white
27515,male,170.5,83.4,right,44,white
27516,male,176.1,114.5,right,26,white
27517,male,183.6,83.3,right,26,white
27519,male,163.9,94.5,left,48,white
27522,male,180.9,86.8,right,43,white
27523,male,173.8,93.8,right,37,white
27524,male,175.1,96.6,right,44,white
27525,male,174.1,100.8,right,43,white
27530,male,170.7,92.1,right,26,white
27531,male,173.6,102.3,right,33,white
27535,male,164.9,94.9,right,47,white
27536,male,176.7,95,right,40,white
27537,male,183.1,113.5,right,36,pacific_islander
27538,male,162.1,73.5,right,41,white
27539,male,174.7,74.8,right,28,white
27540,male,172.8,76.5,right,28,white
27541,male,180.1,84.2,right,25,white
27544,male,181.4,88.6,right,34,white
27546,male,187,72.6,right,26,white
27547,male,186.1,82.9,right,28,white
27548,male,180.6,82.8,right,28,white
27550,male,179.4,91.7,right,26,white
27551,male,180.5,106.4,right,40,white
27555,male,184.3,80.4,right,28,white
27557,male,199.3,94.7,right,27,white
27560,male,184.7,95.1,right,25,white
27563,male,169.4,71.4,right,28,white
27564,male,167.3,57.8,right,26,asian
27566,male,187.4,80.3,left,28,white
27568,male,173.6,77.5,right,29,white
27569,male,178.9,93.8,right,29,white
27571,male,167.2,96.2,right,29,white
27572,male,172.1,82.2,right,22,white
27573,male,186.4,88,right,27,white
27574,male,184,95.5,right,34,white
27575,male,177.4,59.6,right,18,white
27577,male,166.4,79.4,right,19,white
27583,male,178.1,68.2,right,20,black
27585,male,177.8,86.3,right,21,white
27586,male,176,80.1,right,21,black
27587,male,173,72.3,right,19,black
27588,male,189,102.3,right,30,black
27590,male,192.6,101,right,34,black
27591,male,179.5,83,right,31,white
27592,male,173,78.4,right,22,white
27594,male,178.5,106.9,left,38,black
27595,male,180.5,80.9,right,24,white
27597,male,163.8,79.4,right,30,white
27598,male,178.9,60.6,right,22,white
27600,male,168.5,65.4,right,35,black
27601,male,169.3,74.8,right,24,white
27602,male,170,68.2,right,23,white
27603,male,173.8,83.3,right,41,white
27604,male,186.2,102.5,right,36,white
27605,male,169.6,82.8,right,31,white
27606,male,179.8,89.1,right,23,white
27607,male,176.8,94.9,right,30,hispanic
27641,male,162.9,70.2,right,31,asian
27642,male,186.6,122.3,left,43,white
27643,male,189.4,95.4,right,38,white
27645,male,164.8,72.7,right,36,white
27646,male,178.8,100.8,right,28,hispanic
27647,male,180.8,88,right,56,white
27649,male,184.7,110.3,left,39,white
27651,male,167.6,70,left,29,pacific_islander
27655,male,177.4,86.1,right,30,white
27656,male,166,78.6,right,28,asian
27657,male,176,79.2,right,23,white
27661,male,175.7,78.5,right,22,pacific_islander
27662,male,169.8,53.3,right,28,white
27668,male,176.1,67.7,right,23,white
27670,male,167.8,84.3,right,22,white
27674,male,179.6,90.8,left,22,white
27675,male,164.1,75.7,right,35,white
27676,male,185.7,62.9,left,31,white
27679,male,170.8,55.1,left,23,white
27680,male,181.6,96.2,right,37,white
27681,male,168,75.1,right,25,white
27682,male,175.8,93.9,right,49,black
27684,male,189.8,105.5,right,30,white
27686,male,173.3,63.3,right,28,white
27690,male,168,70.4,right,37,white
27693,male,190.6,123.9,right,22,white
27694,male,183.4,71.4,right,23,white
27695,male,166.7,85.9,right,33,white
27698,male,182.6,93.2,right,50,black
27700,male,180.3,80.2,right,46,white
27701,male,174,84.5,right,52,white
27703,male,177.7,68.7,left,26,white
27704,male,167.8,82.3,right,40,white
27706,male,172.6,92.4,right,35,white
27707,male,168.9,80.4,right,43,black
27708,male,185.2,81.6,right,23,asian
27709,male,186.4,87.1,right,21,white
27710,male,179,79.7,right,23,white
27711,male,184.5,99.1,right,22,hispanic
27714,male,181.7,82.9,right,22,white
27715,male,195.1,110.5,left,33,white
27716,male,175.1,103.8,right,28,white
27717,male,171.7,78.1,right,23,white
27718,male,171.1,71.8,right,30,white
27721,male,167.8,87.9,right,39,white
27722,male,173.8,79.9,right,43,white
27725,male,178.3,80.9,right,37,white
27727,male,169.5,89,right,30,hispanic
27728,male,172.6,72.1,right,53,hispanic
27732,male,165.1,91,right,29,white
27733,male,169,78.9,right,26,hispanic
27735,male,179,87.9,right,37,white
27739,male,174.4,89.3,right,58,white
27740,male,176.5,88.9,right,46,white
27741,male,184.9,100.7,right,26,white
27743,male,179,107.4,right,42,white
27744,male,167.2,77.5,right,47,white
27746,male,174,77.9,right,47,black
27747,male,175.1,67,right,28,white
27748,male,167,51.6,right,31,asian
27751,male,176.8,88.7,right,43,asian
27752,male,166.4,64.4,right,42,white
27753,male,185.5,94.9,right,31,white
27756,male,167.5,71,right,19,white
27758,male,169.3,74.8,right,19,hispanic
27759,male,180.7,80.8,left,23,asian
27760,male,179,74.1,left,23,white
27762,male,171.1,61.1,right,33,white
27764,male,167.8,65.8,right,23,white
27766,male,174.1,82.4,right,27,white
27769,male,176.6,75.3,right,23,black
27772,male,180.4,85.6,right,25,white
27773,male,177.3,93.9,right,23,white
27778,male,164.3,76.2,right,34,hispanic
27779,male,171.8,72.5,right,28,white
27780,male,168,70,left,24,hispanic
27781,male,172.6,78.6,left,19,white
27782,male,167.1,99.4,right,35,white
27783,male,183.1,93.9,right,21,white
27784,male,173,65.2,right,20,white
27786,male,180.9,84.9,right,28,white
27790,male,172.6,80.9,right,23,white
27791,male,169,95.5,right,53,white
27794,male,180.8,83.8,right,23,white
27798,male,182.8,91.4,right,30,white
27799,male,176.5,108.4,right,45,white
27800,male,181.8,92.1,right,40,white
27801,male,178.7,104.3,right,49,white
27802,male,180.5,62.9,right,31,white
27803,male,172.7,80,right,23,asian
27804,male,174.8,86.9,right,47,white
27807,male,187.3,94.8,right,32,white
27810,male,169.5,67.2,right,34,black
27811,male,176.1,74.1,left,26,white
27812,male,179.7,101.2,right,40,white
27814,male,173,85.6,right,25,white
27817,male,169,78.8,left,22,white
27818,male,178.3,100.2,right,41,white
27822,male,182.9,68.9,right,30,white
27823,male,182.2,87.7,right,39,white
27826,male,174.4,85.7,left,32,white
27828,male,180.3,90,right,32,white
27830,male,176.5,95.8,right,30,white
27832,male,168.8,75.3,right,29,white
27833,male,166.2,81.8,right,26,black
27854,male,166.3,59.7,right,27,white
27857,male,166.3,73,right,26,white
27859,male,172.1,80.6,right,27,black
27860,male,177,76,right,25,white
27861,male,172.5,66.8,right,23,black
27863,male,178.8,96.5,right,26,black
27867,male,189.3,79.4,right,23,white
27870,male,179.4,70.5,right,20,white
27874,male,176.3,107.6,right,23,black
27875,male,183.1,95.7,left,29,white
27876,male,164,95.8,left,38,white
27877,male,168.7,98.3,right,33,white
27879,male,182.7,67.5,right,20,white
27881,male,179.8,79.8,right,22,white
27882,male,170.8,91.2,right,21,white
27884,male,175.3,87.6,right,31,hispanic
27885,male,179.3,78.3,right,21,white
27886,male,185.8,84.9,right,23,white
27889,male,167.7,60.3,right,24,black
27890,male,174.4,88.7,left,28,white
27892,male,180.5,94.7,right,22,white
27893,male,162.3,70.8,right,28,white
27896,male,175.4,86,right,22,black
27898,male,174.3,74.3,right,19,white
27904,male,171.8,94.6,right,51,black
27905,male,169.7,88.9,right,26,white
27907,male,188.1,95.6,right,39,black
27910,male,175.5,60.2,left,21,white
27911,male,173.8,115.3,right,37,black
27913,male,178.6,94.7,right,24,white
27915,male,171.4,72,left,35,white
27916,male,170.3,75.2,right,27,white
27917,male,165,66.9,right,32,white
27918,male,183.9,106.2,right,21,black
27919,male,165.2,108.8,right,22,black
27926,male,172.6,71,right,21,white
27927,male,173.8,99.7,right,20,white
27929,male,174,91.6,right,26,white
27931,male,164.7,94.7,either,32,white
27933,male,170.2,76.1,left,52,hispanic
27934,male,163.7,95,right,37,white
27935,male,165.7,77.3,right,30,white
27936,male,177.5,84.6,right,29,hispanic
27937,male,177.7,91.7,right,32,white
27938,male,177.4,100.8,right,50,white
27939,male,170.6,82.1,right,43,white
27941,male,178.8,74.7,right,51,white
27942,male,188.6,110.7,right,31,white
27943,male,168.3,77.4,right,31,white
27944,male,190,127.1,right,33,white
27945,male,178.6,84.2,right,47,white
27946,male,171.2,79.2,right,23,white
27947,male,176,84.8,right,48,black
27948,male,171.1,83.2,right,50,white
27949,male,172,88,left,46,white
27951,male,179.8,88.7,right,23,white
27953,male,173,106.7,right,41,hispanic
27955,male,174,90.8,right,29,white
27956,male,175.5,69.9,right,25,white
27959,male,183.7,100.9,right,48,white
27961,male,172.6,81.3,right,30,white
27962,male,179,96.7,right,37,white
27964,male,173.1,72.4,right,26,white
27965,male,166.3,65.6,right,21,white
27967,male,181.8,105.4,right,19,white
27971,male,177.7,95.8,right,21,white
27973,male,178.6,113.5,right,24,black
27974,male,179.9,88.6,right,31,white
27976,male,185.5,83.4,right,30,white
27981,male,172.6,83.4,left,28,white
27985,male,170.8,86.2,right,24,white
27986,male,174.8,73.8,right,23,white
27987,male,175.7,76,left,21,white
27989,male,180,77.8,right,22,white
27990,male,174.9,93.1,right,20,white
27991,male,170.6,69.5,right,30,white
27992,male,198,101.7,right,25,white
27996,male,174.7,81.5,right,42,white
27997,male,181.6,100.6,right,37,white
28001,male,171.9,60.6,right,21,white
28003,male,179,77.8,right,21,white
28004,male,168.8,65,right,19,white
28006,male,176.2,112.6,right,30,black
28007,male,169.4,90.7,right,33,black
28010,male,176.4,81.5,right,42,black
28011,male,172.7,67.3,right,23,black
28012,male,184,72.7,right,43,white
28013,male,173.5,82.9,right,22,white
28014,male,175.8,93.6,left,39,white
28016,male,180.2,93.2,right,39,white
28017,male,180.2,87.9,left,23,white
28018,male,180,95.1,right,25,white
28019,male,176.9,75.6,right,35,white
28020,male,189.7,78,right,27,hispanic
28021,male,169,92.6,right,38,hispanic
28022,male,178.6,130.2,right,30,black
28023,male,190.7,82.1,right,40,white
28025,male,177.9,109.8,right,30,white
28026,male,186.1,95.6,right,20,white
28027,male,168.5,63.3,right,22,white
28028,male,179.7,97.1,right,42,black
28029,male,168.7,76,right,26,black
28035,male,180.5,92.6,right,41,white
28037,male,175.5,108.4,right,43,white
28038,male,170.2,56.2,right,25,hispanic
28039,male,174.6,87.4,right,23,pacific_islander
28040,male,167,63.3,right,30,asian
28041,male,162.4,82.6,right,49,hispanic
28042,male,175.1,103.3,right,50,black
28043,male,177,77.2,right,52,black
28044,male,172.2,88,right,32,black
28045,male,168.1,105,right,36,black
28046,male,177.9,98.2,right,35,black
28048,male,193,68.9,right,38,black
28050,male,179.6,85.3,left,22,white
28051,male,165.8,98.4,right,50,black
28052,male,158.2,68.1,right,39,asian
28053,male,180.7,112.9,right,26,white
28054,male,192.9,93.9,right,28,black
28056,male,174.3,99.4,right,40,black
28057,male,171.4,105.4,right,56,black
28058,male,169.7,66.4,right,56,black
28059,male,172.7,75.3,right,49,white
28060,male,170.9,109.5,right,31,white
28061,male,175.1,67.9,right,48,black
28062,male,171.9,75.7,right,24,black
28065,male,181.7,99.6,right,22,white
28066,male,192.7,98.1,right,37,black
28067,male,185.1,111.6,right,51,black
28069,male,180.8,72.9,right,21,white
28073,male,166.3,98.3,right,26,white
28074,male,183.4,86.5,right,21,white
28075,male,181.5,123.9,right,33,white
28076,male,170,63.1,right,25,white
28077,male,180.8,96.5,right,39,white
28078,male,172.2,77.8,right,19,white
28080,male,167.9,68.2,right,20,hispanic
28082,male,177.5,87.6,right,26,black
28083,male,182.6,102.8,right,46,white
28084,male,176.7,93.5,right,22,white
28085,male,168.5,78.4,right,27,white
28100,male,173.5,91.4,right,42,hispanic
28102,male,166.8,87.5,right,23,black
28103,male,167.8,63.7,right,25,black
28104,male,180.8,93.9,right,48,black
28105,male,184.6,72.9,right,42,white
28106,male,177.1,84.1,right,22,white
28108,male,177.4,87.7,right,52,black
28109,male,174.8,96.5,right,32,white
28110,male,178.9,99.1,right,31,black
28111,male,182.5,100.1,right,41,white
28113,male,169.8,87.2,right,29,white
28114,male,185,113.1,right,31,white
28115,male,176.6,74.4,left,19,white
28116,male,163.8,64.7,right,20,white
28117,male,181.8,101.9,left,23,white
28118,male,166.4,68.1,right,25,white
28120,male,190.2,89.2,right,29,white
28121,male,172.2,82.4,right,21,black
28122,male,183.3,79.3,right,25,white
28123,male,184.7,116.6,right,26,white
28124,male,169,94.8,right,23,hispanic
28125,male,193.4,113.2,right,28,hispanic
28128,male,180.7,109.3,right,37,black
28129,male,165.1,68.8,right,30,white
28130,male,176.8,105.2,left,31,white
28131,male,181.2,76.8,right,34,white
28133,male,174.3,92.7,right,20,white
28135,male,171.5,82,right,31,white
28136,male,168.1,87.7,right,33,white
28139,male,184.7,82.5,right,42,white
28140,male,168.4,76.2,right,24,white
28142,male,186.5,89.4,right,32,white
28145,male,173.2,79.1,right,32,white
28146,male,165.5,67.7,right,36,asian
28147,male,175.9,85,right,21,white
28149,male,176.4,75,left,21,white
28150,male,174,78,right,21,white
28151,male,176.6,75.2,right,26,white
28152,male,165.6,70.6,right,30,white
28184,male,168.1,59.6,right,22,white
28185,male,165.8,86.1,left,21,black
28186,male,158.8,55.2,right,21,asian
28188,male,175.4,72.3,right,26,white
28190,male,178.8,90.7,right,22,white
28192,male,180.6,69,right,19,hispanic
28196,male,169.7,95.9,right,30,hispanic
28198,male,177,69,left,24,black
28200,male,179.6,84,right,30,white
28201,male,181.5,79.2,right,18,white
28202,male,175.6,70.6,right,35,white
28205,male,170.1,79.1,right,25,white
28206,male,175.1,88.7,right,20,white
28207,male,180.1,87.1,left,27,white
28208,male,173.7,87.4,right,19,white
28209,male,178.5,81.2,right,26,white
28210,male,177.1,87.5,right,33,white
28213,male,177.1,77.2,right,31,hispanic
28214,male,158,65.4,left,26,hispanic
28215,male,168.5,87.2,right,27,hispanic
28219,male,167.5,70,left,29,hispanic
28220,male,167.5,78.5,right,37,hispanic
28222,male,169,87,right,43,white
28224,male,159.3,70,right,34,asian
28231,male,173.7,82.4,right,47,white
28235,male,169.3,81.3,left,42,white
28237,male,170.6,87.3,right,47,white
28314,male,188.8,78.7,right,20,white
28316,male,170.6,74.8,left,25,black
28317,male,184.1,79.3,right,23,white
28319,male,190.6,94.2,right,40,white
28320,male,186.6,86.7,right,30,white
28321,male,178.8,88.9,right,40,hispanic
28322,male,188.7,97,right,27,white
28323,male,168.7,93.8,right,43,white
28324,male,172.4,104.6,right,55,white
28325,male,171,76.8,right,24,black
28326,male,176.3,110.4,left,50,white
28327,male,172.2,99.1,left,57,black
28328,male,172.2,83.7,right,48,white
28330,male,165.9,68.7,right,23,white
28332,male,174.1,88.5,right,51,white
28333,male,171,86.9,right,50,white
28335,male,177.4,103.4,left,28,white
28336,male,173,79.2,right,25,white
28337,male,179.8,65.1,right,41,white
28339,male,173.8,83.1,right,55,white
28340,male,178.1,99.9,right,49,black
28341,male,162.3,96.8,right,35,white
28342,male,172.5,84.7,right,35,white
28343,male,175.6,73.7,right,44,white
28344,male,180,84.9,right,26,white
28345,male,177.8,98.5,right,51,black
28348,male,167.4,77.4,right,29,black
28349,male,177.4,85.5,right,22,black
28351,male,170.5,111.1,right,34,hispanic
28352,male,174.9,82.9,right,36,white
28353,male,182.1,96.6,right,23,white
28355,male,169.1,66.5,right,33,white
28356,male,168.6,86.8,right,46,white
28358,male,182.3,93.4,right,19,white
28359,male,177.1,112.3,right,41,white
28360,male,175,95.4,right,33,white
28362,male,168.7,77.6,right,26,white
28363,male,164.2,72.7,right,38,black
28365,male,173.4,91.5,right,37,white
28366,male,175.7,107.6,right,42,black
28367,male,178.4,102.7,right,42,black
28368,male,168.5,79.8,right,43,white
28369,male,174.2,83.9,right,38,white
28370,male,178.8,88.8,left,29,white
28372,male,169.4,89.1,right,47,white
28373,male,187.3,99.8,right,41,white
28374,male,184.3,116.1,left,50,black
28375,male,163.5,76.7,right,31,white
28376,male,183.3,117.9,right,42,black
28377,male,191.9,108.6,right,33,black
28379,male,177.9,132.9,right,49,white
28380,male,182.5,95.2,right,52,black
28381,male,173.4,87.8,right,29,black
28382,male,166.3,82.2,right,46,white
28383,male,171.8,87,right,33,white
28384,male,181.4,95.4,right,28,black
28385,male,176,83.5,right,48,white
28389,male,163.1,67.2,either,36,black
28390,male,174,93.8,right,53,white
28391,male,174.9,91.3,right,36,hispanic
28392,male,175.7,94.7,right,39,asian
28393,male,187,96.4,right,47,white
28394,male,175.4,72,right,21,white
28395,male,170,66.6,right,20,white
28396,male,168.3,70,right,29,white
28398,male,171.7,76.7,right,43,white
28399,male,182,78.5,right,29,white
28400,male,170.5,120.9,right,44,white
28401,male,184.4,110,right,55,white
28404,male,172.7,78.1,right,40,white
28405,male,169.7,76.1,right,30,white
28406,male,169.5,72.3,right,31,white
28408,male,178.1,82,left,27,white
28410,male,178.4,79.8,right,40,white
28411,male,171.9,77.9,right,29,black
28413,male,175.7,79.8,right,25,hispanic
28414,male,174.4,68,right,32,white
28416,male,178.7,109.6,right,24,white
28419,male,173.3,85.8,right,42,hispanic
28420,male,169.8,82.9,right,44,hispanic
28421,male,187.4,116.2,right,30,white
28422,male,177.4,77.4,right,31,white
28423,male,182.3,98.9,right,19,white
28424,male,175.3,84.4,right,32,white
28425,male,179.3,85.1,right,24,asian
28427,male,167.9,73.1,right,32,white
28428,male,168.2,77.6,right,26,hispanic
28429,male,176.1,75.4,right,19,white
28431,male,171.7,96.3,right,32,white
28432,male,175.5,86.3,right,27,white
28433,male,168.1,92.8,right,34,white
28435,male,180,83.6,right,53,white
28437,male,186.2,136.9,left,30,white
28438,male,170.6,86.1,right,28,white
28439,male,178.8,78.6,right,26,white
28440,male,171.2,105.5,left,35,black
28443,male,166.3,69.3,right,20,hispanic
28448,male,167.5,68.3,right,21,black
28449,male,170.7,58.7,right,19,white
28450,male,163.5,71.2,right,22,hispanic
28451,male,169.4,74.6,left,21,hispanic
28454,male,174,99.5,right,49,hispanic
28456,male,168,84.7,either,25,white
28458,male,188.5,128.5,left,50,black
28459,male,169.8,83,right,31,hispanic
28460,male,184.8,88.1,right,20,white
28461,male,169.7,89.7,right,23,hispanic
28463,male,181.4,86.2,right,28,white
28464,male,181.9,97.9,left,28,black
28466,male,172.8,86.8,right,29,black
28469,male,172.3,69.3,left,27,black
28470,male,180.8,88.8,right,46,white
28471,male,178.6,75.8,right,46,black
28472,male,169.6,70.3,right,21,black
28473,male,174.7,74.3,right,21,white
