subjectid,gender,height,weight,handedness,age,race
15052,male,167,59.4,right,19,black
15053,male,176,84.7,either,28,black
15056,male,165.5,69.1,right,27,white
15057,male,169.6,74.1,left,39,white
15058,male,176.1,70.4,right,21,white
15059,male,179,87.7,right,43,white
15062,male,177.7,96.4,right,44,white
15064,male,178,92.7,left,19,white
15065,male,177.4,94.6,right,23,black
15066,male,178.5,97.2,right,31,black
15067,male,178.3,73,left,22,black
15068,male,169.8,83.3,right,43,white
15069,male,170.6,89.5,right,35,black
15071,male,183.1,105.2,right,28,black
15072,male,170.5,86.3,right,29,hispanic
15073,male,180.7,92.6,left,33,black
15075,male,164.1,71.6,left,21,black
15076,male,190.6,103.2,right,25,white
15078,male,174,87,right,22,black
15079,male,181.4,119.9,right,22,white
15080,male,188.5,93,right,29,white
15081,male,166,73.3,left,24,white
15082,male,181.3,82.9,right,25,white
15083,male,173.1,102.8,right,28,hispanic
15084,male,179,86.9,right,31,white
15086,male,176.6,101.5,right,38,hispanic
15087,male,174.2,82.7,right,49,black
15089,male,178.1,95.4,left,30,white
15091,male,177.8,94,right,42,native_american
15092,male,166.4,59.8,right,33,white
15093,male,166.6,88.9,right,24,hispanic
15094,male,175.9,73.4,right,27,white
15096,male,158.6,79.9,right,33,asian
15097,male,171.4,65.7,right,18,white
15098,male,178,77.9,right,22,white
15102,male,176.6,99.5,right,29,black
15105,male,162.8,66.4,right,40,asian
15106,male,167.8,91,right,26,white
15110,male,176.7,101.3,right,25,white
15111,male,172.3,80.4,right,48,black
15112,male,177.6,81.5,right,21,white
15115,male,175.6,103.4,right,23,black
15116,male,168.5,58.7,right,22,white
15117,male,173.3,80.9,right,19,white
15119,male,174,78.7,left,22,white
15120,male,167.9,86.7,right,46,white
15121,male,166.7,67.4,left,30,asian
15122,male,168,63.1,right,30,white
15123,male,175.8,91,left,40,white
15124,male,164.3,61.6,right,52,white
15126,male,179,112.1,left,29,white
15127,male,179.8,102,right,33,white
15128,male,170.3,97.6,right,21,white
15130,male,171.5,83.8,right,21,white
15132,male,186.1,106.6,left,31,white
15133,male,180.4,102.9,right,26,white
15135,male,172,70.5,right,37,white
15136,male,185,108.3,right,22,white
15137,male,165.1,57.5,right,22,white
15139,male,183.5,80.8,right,21,white
15140,male,178.4,91.6,right,25,white
15141,male,186.4,76.6,right,27,white
15142,male,186.7,142.9,right,45,white
15143,male,174.5,94.3,right,36,white
15144,male,171.7,81.7,right,31,black
15145,male,173.5,70.1,left,27,white
15146,male,160.3,52.3,right,19,white
15148,male,172.9,77.5,right,37,white
15149,male,180.1,68.7,right,22,white
15150,male,164.8,70.3,right,20,white
15151,male,182.3,116.7,right,31,black
15153,male,159.8,62,right,46,white
15176,male,177.4,99,right,29,black
15177,male,187,109.9,right,27,black
15178,male,182.5,101.2,right,42,black
15180,male,179.2,87.5,right,35,black
15181,male,170.2,77.8,right,40,white
15182,male,177.3,89.4,right,43,white
15185,male,176.5,67.8,right,25,white
15186,male,179,81.8,right,25,white
15187,male,182.1,88.1,right,38,white
15188,male,179.2,104.7,left,32,white
15189,male,186.5,100.9,right,35,white
15191,male,176.7,95.6,right,21,white
15192,male,167.8,68.9,right,21,hispanic
15194,male,172.8,90.9,right,22,white
15195,male,174.4,115.9,right,24,black
15196,male,173,82.2,right,25,white
15198,male,180,69.8,either,29,white
15199,male,182.2,84.6,right,20,white
15200,male,175.3,65.6,left,22,white
15201,male,171.9,89.2,right,28,white
15203,male,169.6,65.9,left,23,white
15205,male,166,66.2,right,21,white
15207,male,181.9,85.8,right,19,white
15208,male,171.3,86.7,right,20,black
15209,male,171.8,83.4,left,20,white
15210,male,169.5,100.9,right,25,white
15211,male,167.1,79.6,right,21,white
15212,male,174.1,80.4,right,24,white
15213,male,175.9,94.7,right,26,white
15214,male,177,82.6,right,24,white
15215,male,181.3,99.5,right,20,white
15216,male,173.7,92.2,right,21,white
15218,male,154.2,63.9,right,25,white
15220,male,179.7,72,right,19,white
15221,male,168.5,77.1,right,31,white
15222,male,170,80,right,48,white
15223,male,161.2,78.2,right,40,white
15224,male,175.8,73.4,right,26,white
15225,male,166.6,110.3,right,43,white
15226,male,175.2,105.4,right,21,hispanic
15227,male,174.9,85.1,right,26,white
15229,male,182.4,95.9,left,22,white
15230,male,176.7,79.8,right,21,white
15231,male,180.2,84.3,right,22,white
15232,male,181.7,91.4,left,21,white
15233,male,177.2,68.6,right,21,asian
15235,male,177.7,88.9,right,21,white
15237,male,171.5,75.8,left,23,white
15239,male,179.2,77.7,right,20,white
15240,male,184.9,98.6,right,28,white
15243,male,175,75.1,right,20,white
15244,male,176,80.9,right,28,white
15246,male,193.8,96,right,24,black
15247,male,184.9,97,right,27,white
15248,male,172.7,84.6,right,27,white
15249,male,180.9,81.9,right,23,white
15251,male,184,96.3,right,30,white
15252,male,178.5,92,right,47,black
15253,male,174.5,82.7,left,20,black
15256,male,173.2,81.1,right,24,black
15257,male,171.3,87.8,right,24,white
15259,male,164.4,57.9,right,22,asian
15260,male,178.6,96.7,right,20,black
15261,male,183.5,98.2,right,22,white
15263,male,176.3,100.1,right,27,white
15264,male,168.7,78.4,right,26,white
15275,male,185.5,85.8,right,25,white
15276,male,172,93.3,right,20,white
15279,male,157.2,67.5,right,26,hispanic
15280,male,171.5,66.8,right,26,white
15282,male,165.8,80.2,right,29,black
15283,male,172,80.4,right,34,white
15284,male,177.7,92.5,right,20,white
15285,male,163.8,77.8,right,24,black
15286,male,190.2,105.7,left,41,white
15287,male,179.3,90.1,right,37,white
15289,male,179.9,77.2,right,20,white
15290,male,182.6,90.4,right,24,white
15291,male,183,90.1,right,43,white
15294,male,175.5,96.1,right,34,white
15295,male,186.5,101.7,right,33,white
15298,male,180.6,89.7,right,40,white
15300,male,179.2,91.6,right,29,white
15301,male,177.7,74.4,right,39,hispanic
15304,male,185.4,82.8,right,26,black
15306,male,181.9,80.6,right,37,white
15309,male,181,84.1,right,21,black
15327,male,168.2,79.4,right,41,white
15366,male,184.5,99.2,right,30,white
15373,male,185.2,106.3,right,38,black
15375,male,169.1,74.9,right,35,black
15381,male,173.8,80.4,right,26,white
15384,male,171.1,72.6,right,37,white
15388,male,175.2,75.6,left,22,hispanic
15390,male,172.9,78.3,right,33,white
15392,male,164,63.9,right,30,white
15395,male,167,64.3,right,37,white
15396,male,175.9,84.6,right,29,white
15404,male,182.8,92,right,42,white
15415,male,165.1,74,right,31,hispanic
15421,male,178.5,91.6,right,32,white
15422,male,187.1,105.1,right,29,white
15427,male,169.4,75.4,right,36,black
15429,male,178.5,95.6,right,31,white
15433,male,170.6,68.4,right,26,black
15435,male,170,72.6,right,47,white
15442,male,159.7,72.1,right,32,white
15443,male,182.7,96.2,right,30,white
15444,male,173.6,65,right,22,asian
15447,male,179.8,96.7,right,35,white
15450,male,170.7,97.5,right,53,white
15453,male,178.1,99.2,right,37,white
15454,male,170,79.8,right,42,white
15455,male,182.8,101.7,left,44,black
15456,male,171.4,108.2,right,26,white
15458,male,184.2,107.7,right,23,white
15461,male,190.9,129.2,right,24,white
15464,male,172.6,66.1,right,24,white
15467,male,172.6,72.8,right,22,hispanic
15468,male,167,65.7,right,29,hispanic
15469,male,190,79.2,left,22,white
15470,male,163,78.1,right,25,white
15476,male,177.9,114.5,right,39,white
15483,male,184.9,115.1,right,39,white
15484,male,179.6,91.6,right,31,white
15487,male,182.2,104.4,right,36,white
15488,male,163.5,66.4,right,25,pacific_islander
15491,male,171,88.4,right,37,hispanic
15492,male,170.3,86.6,left,38,white
15494,male,174.9,91.2,left,29,white
15495,male,174.2,80.2,left,35,white
15499,male,168.7,79.6,left,37,asian
15500,male,173.1,71.7,right,38,hispanic
15502,male,193.1,82.1,right,31,white
15503,male,177.5,91.6,right,39,white
15504,male,183,80.9,right,36,black
15506,male,174,99.7,right,42,white
15507,male,184.7,89.5,right,22,white
15508,male,164.7,91.9,right,31,black
15509,male,192.8,96.3,right,28,white
15514,male,178.2,82,right,21,white
15517,male,178.1,71.9,right,25,white
15522,male,176.1,82.8,right,28,white
15528,male,172.8,68.3,right,34,white
15535,male,170.5,82.8,right,33,white
15540,male,172.9,62.8,right,28,white
15549,male,175.2,89.4,right,31,black
15554,male,177.6,92.8,right,38,white
15560,male,164.3,55.5,right,29,pacific_islander
15561,male,157,61.8,right,28,hispanic
15571,male,172.5,83.4,right,31,white
15604,male,181,80.6,right,24,white
15607,male,181.4,95.5,right,25,white
15608,male,174.4,104.1,right,35,black
15611,male,177.6,101.2,left,25,black
15612,male,181.9,134.5,right,28,white
15615,male,171.5,93.7,right,30,white
15619,male,182.6,75.1,right,20,white
15625,male,176.3,80.8,right,33,white
15629,male,184.2,76.4,right,26,white
15632,male,172.8,102.7,right,31,black
15638,male,182.7,87.9,right,22,hispanic
15639,male,168,87.4,right,23,asian
15641,male,182.2,100.8,left,19,white
15646,male,161.4,71.4,right,23,hispanic
15651,male,175.7,70.2,right,25,white
15658,male,174.3,92.7,right,21,hispanic
15662,male,177.7,80.6,right,28,white
15667,male,177.5,94.4,either,28,white
15676,male,188.9,85.7,right,34,white
15682,male,178.8,63.8,right,25,white
15684,male,165.7,73.6,right,30,hispanic
15700,male,171.3,76.9,left,33,white
15704,male,168.5,92.7,left,39,white
15720,male,177.4,93.7,right,24,white
15721,male,173.7,94,right,34,native_american
15724,male,179,106,right,21,white
15725,male,174.7,79.9,right,20,black
15728,male,187.7,95.4,right,30,white
15729,male,185.4,110.3,right,27,white
15731,male,185.4,97.4,right,24,white
15733,male,179.9,118,right,22,black
15735,male,164.2,76,left,27,hispanic
15738,male,178.4,99.7,right,38,white
15740,male,173.9,91.8,left,34,white
15744,male,173,87,right,32,black
15756,male,175.6,87.3,right,33,hispanic
15759,male,175.7,71.7,right,25,hispanic
15763,male,176.8,99.2,right,31,white
15781,male,168.8,77.9,right,31,black
15782,male,180.5,119.3,left,37,white
15784,male,172.5,80.3,right,33,white
15786,male,181.7,91.6,right,31,white
15790,male,187.9,90.8,right,34,white
15793,male,173.4,86.1,right,41,white
15796,male,178.8,101.1,right,38,white
15799,male,180.7,76.9,right,31,white
15800,male,172.7,63,right,23,white
15802,male,175.5,98.4,right,23,white
15804,male,187.2,83.5,left,25,white
15807,male,171.7,65.1,right,29,white
15814,male,181,111.5,right,25,white
15821,male,170.3,78,right,46,white
15823,male,179,89.1,right,34,white
15824,male,170.5,92,right,40,hispanic
15825,male,183.3,74.1,left,40,white
15827,male,182.9,116.1,right,27,white
15828,male,184.2,90.2,right,27,white
15831,male,162,71,right,21,hispanic
15853,male,172.1,70.4,left,21,black
15858,male,172.8,65.3,right,22,white
15862,male,176.7,64.6,right,26,asian
15872,male,169.7,82.3,right,26,white
15876,male,163.4,65.5,right,35,asian
15883,male,177.2,92.1,right,27,white
15889,male,187.7,74.1,right,25,white
15892,male,178.2,73.7,left,26,white
15902,male,180,103.5,right,25,white
15903,male,175.4,81.1,right,25,white
15907,male,191,125.3,right,27,white
15908,male,172.3,82.1,right,41,white
15909,male,165.1,69.5,right,21,white
15910,male,188.6,117.6,left,38,white
15911,male,166.8,79.6,right,23,white
15914,male,168.8,76.1,right,37,white
15919,male,179.5,70.1,right,32,white
15920,male,174.4,82.4,right,22,white
15922,male,169.3,95.3,right,40,white
15923,male,167.8,61,right,23,white
15924,male,174,97.2,right,23,white
15925,male,172.3,88.1,left,27,white
15927,male,173.4,74.9,right,24,white
15929,male,186.8,99.8,right,26,white
15932,male,167.7,93.9,left,29,white
15933,male,167.8,103,right,27,white
15934,male,177.9,119.4,right,23,white
15936,male,175.3,88.6,right,38,hispanic
15938,male,182.9,90.8,left,22,white
15939,male,190,104,left,29,black
15940,male,181.6,83.1,right,25,white
15941,male,187.1,124,left,29,white
15942,male,170.2,69.7,right,38,white
15943,male,175.4,75.7,right,25,black
15945,male,165.9,93.2,right,25,white
15948,male,172.5,73.5,right,29,white
15949,male,171.7,111.6,right,40,white
15950,male,177,92,right,29,white
15953,male,185,70,left,45,white
15954,male,177.9,90.6,right,42,white
15955,male,184.9,102.5,left,37,white
15956,male,180.9,109.9,right,37,white
15957,male,171,76.5,right,22,black
15964,male,171.5,99,right,20,black
15967,male,162.9,78,right,26,hispanic
15970,male,167.4,82.5,right,30,hispanic
15979,male,183.4,102.8,left,36,white
15982,male,181.3,95.8,right,27,white
15988,male,176.9,91.8,left,26,white
15996,male,185.3,112.7,left,45,white
15998,male,175,78.1,right,50,asian
16005,male,172.1,63.4,right,26,white
16008,male,170.6,99.8,right,29,white
16012,male,167.3,64.7,right,30,white
16016,male,171.5,69,right,30,hispanic
16018,male,177,83.5,either,31,white
16022,male,168.2,66.1,right,33,white
16025,male,178.2,84.4,right,31,white
16028,male,174.8,83.9,right,23,white
16029,male,189.5,137.1,right,23,white
16032,male,178.2,88.8,right,22,white
16033,male,169.9,64.7,right,43,white
16034,male,185.9,71.9,left,47,white
16035,male,176.3,82.7,right,32,black
16040,male,179,90.3,right,27,white
16041,male,179.9,105.7,right,22,white
16042,male,181.9,116.2,right,29,hispanic
16043,male,171.6,86,right,36,white
16044,male,173.2,96.3,right,40,white
16045,male,182.3,104.5,right,22,white
16046,male,164.1,88.2,right,22,white
16087,male,170.4,87.4,right,22,black
16156,male,189,122.5,right,29,hispanic
16160,male,165.3,72.3,left,19,hispanic
16165,male,180.3,77.3,right,22,black
16175,male,168.3,78.6,right,41,asian
16179,male,182.2,97.2,right,29,asian
16180,male,181.2,105.2,right,26,black
16192,male,179,85.5,right,43,black
16198,male,179.7,98.2,right,37,white
16201,male,179.6,69.4,left,21,black
16214,male,165.4,96.8,right,35,black
16224,male,171.4,82.1,right,21,hispanic
16234,male,177.4,91,right,30,white
16239,male,174.4,94,right,32,black
16240,male,186.3,104.1,right,19,black
16244,male,177.2,99.6,right,34,white
16251,male,178.8,99.6,right,26,black
16263,male,170.9,70.5,right,20,hispanic
16265,male,169.2,67,right,26,white
16266,male,180.9,107.3,right,25,white
16284,male,170.8,96.1,left,31,hispanic
16291,male,171,59.9,right,39,hispanic
16294,male,174.6,85.9,right,38,hispanic
16295,male,179.8,97.1,right,23,hispanic
16297,male,176.5,90.6,right,27,hispanic
16303,male,177.2,72.1,right,20,white
16310,male,184.2,98.1,right,35,white
16313,male,179.2,88.6,right,28,white
16329,male,172.8,68.9,right,36,white
16330,male,182.5,81.8,right,39,asian
16335,male,173.2,95.2,right,40,black
16336,male,187,88.2,right,29,hispanic
16338,male,164.9,90.5,right,31,black
16340,male,170.1,94.1,right,30,white
16345,male,180,67,right,26,white
16350,male,174.5,84.8,right,28,white
16362,male,165.4,83.3,right,26,hispanic
16365,male,184.7,86.1,right,29,white
16366,male,173.5,83.2,right,23,native_american
16367,male,173.4,84.8,right,39,black
16370,male,194.2,97.2,right,31,black
16371,male,191.9,84.7,right,22,black
16372,male,174.2,97.7,right,25,black
16373,male,176.6,119.5,right,36,black
16386,male,168.6,58.5,right,26,white
16387,male,189,114.4,right,27,white
16391,male,175.1,97.5,right,32,white
16397,male,175.2,77.5,right,34,hispanic
16403,male,184.7,89.7,right,26,white
16405,male,177.4,93.8,right,25,white
16406,male,188.2,110.6,right,39,white
16412,male,179.4,89.4,right,24,white
16415,male,194,101.1,right,38,white
16416,male,191.1,118,right,23,white
16417,male,178.8,79.1,right,20,white
16418,male,177.4,127.3,left,26,white
16420,male,166,85.4,right,44,hispanic
16421,male,171.3,76.8,right,25,white
16422,male,176.7,83.7,right,33,white
16427,male,178.1,85.9,right,31,white
16428,male,177.3,94,right,30,white
16433,male,180.4,96.6,either,27,white
16434,male,170.2,65.3,right,37,hispanic
16435,male,180.9,77.3,either,27,white
16439,male,179.7,123.5,left,28,white
16441,male,187.9,84.2,right,23,white
16444,male,186.2,101.2,right,26,white
16448,male,176.7,77.5,right,23,white
16449,male,177.1,94,right,23,white
16450,male,174.8,95.8,right,22,white
16451,male,170.3,76,right,36,white
16454,male,174.3,90.6,right,26,black
16455,male,179.8,97.3,right,27,white
16457,male,188.9,112.9,right,25,white
16460,male,179.2,89.5,right,19,white
16463,male,174.1,64,left,27,white
16464,male,167.9,74.5,right,22,white
16465,male,180.3,82.3,right,27,hispanic
16466,male,170.2,88.2,right,28,white
16469,male,170.7,58.2,right,46,white
16470,male,180.7,102.6,right,22,white
16471,male,177.4,82.5,right,28,white
16472,male,177.4,72.2,right,29,white
16474,male,179.5,89.6,right,20,white
16487,male,178.7,57.2,right,28,asian
16489,male,174.3,95.8,right,28,white
16490,male,183.5,80.8,right,28,white
16491,male,183.8,82.4,right,28,hispanic
16492,male,174.5,76.1,right,26,black
16493,male,179.8,88.7,right,18,black
16497,male,172,68.2,right,23,white
16498,male,168.7,102.5,right,25,white
16500,male,184.4,86,left,38,white
16501,male,169.3,64.5,right,19,white
16599,male,167.4,74.3,right,46,black
16602,male,178.6,82.5,right,31,asian
16605,male,174,68.8,right,21,white
16606,male,182.7,88.9,left,26,white
16609,male,178.3,100.7,right,40,hispanic
16611,male,186.8,84.6,right,25,white
16613,male,185.8,89.2,right,37,white
16614,male,169.6,77.3,right,35,white
16620,male,183.6,100.5,either,23,white
16623,male,172.1,87.5,right,27,white
16624,male,176.7,65,right,26,white
16625,male,176.9,61.1,left,24,white
16626,male,163.8,72.1,right,22,hispanic
16629,male,157.2,59.2,right,42,hispanic
16639,male,187.8,118.6,right,22,hispanic
16652,male,173,61.3,right,19,white
16662,male,171.4,90.1,right,24,white
16663,male,172.2,83.2,right,29,white
16664,male,171,89.5,right,22,hispanic
16674,male,183.8,67,left,26,asian
16684,male,183,101.6,right,22,white
16685,male,182.2,83.3,right,23,white
16689,male,183.6,105.1,right,35,white
16723,male,172,70.4,right,22,white
16732,male,176.5,83.6,right,33,white
16733,male,176,68.2,right,20,white
16734,male,179.3,77.5,right,31,white
16735,male,172.5,85.1,left,39,white
16736,male,178.3,81.7,right,40,asian
16737,male,183.2,92.2,right,44,white
16738,male,177.4,88.3,right,46,white
16740,male,173.5,76.1,right,43,white
16741,male,177.3,80.6,left,26,black
16745,male,181,91.8,right,27,white
16746,male,164.1,88.8,right,22,white
16747,male,176.2,68.6,right,26,white
16769,male,173,72,right,30,asian
16770,male,174.2,92,left,21,hispanic
16772,male,175.6,69.8,right,19,white
16773,male,171.3,82.8,right,22,white
16776,male,176.9,99.7,right,30,white
16777,male,185,88,right,22,white
16779,male,180.2,85.6,right,29,white
16782,male,175.3,63.4,right,20,white
16784,male,169.4,67.7,right,22,white
16793,male,174,84.2,right,27,white
16796,male,157.2,65.8,right,37,pacific_islander
16797,male,169.6,72.4,right,30,white
16799,male,182.8,90.3,right,41,white
16802,male,175.4,86.3,right,47,white
16803,male,168.2,77.8,right,48,white
16804,male,178.9,80.1,left,37,white
16805,male,189,119.7,right,42,black
16807,male,182.8,89.7,right,35,white
16809,male,176.3,76.3,right,20,white
16810,male,177.6,75.3,right,20,white
16812,male,173.8,95.6,left,23,white
16814,male,165.7,58.3,left,45,white
16815,male,175.8,91.9,right,21,native_american
16818,male,181.2,81.3,right,21,white
16820,male,169.1,74.5,left,21,white
16821,male,173.7,63.4,right,25,white
16822,male,175.5,82.1,right,20,white
16826,male,166.2,56.5,right,25,white
16828,male,172.5,94.5,right,23,white
16830,male,181.7,87.3,left,40,white
16831,male,180.7,99.5,right,38,white
16832,male,183,92.6,right,38,white
16844,male,183.1,69.4,right,30,hispanic
16853,male,169.3,57.8,right,19,white
16859,male,179.2,81.6,right,22,white
16862,male,182.8,87.5,left,20,white
16863,male,174.7,95.2,right,21,white
16870,male,184,90,right,21,white
16872,male,182.8,91,right,27,white
16873,male,187.1,125.8,right,25,white
16876,male,175,103.1,right,21,white
16877,male,176.3,72.9,right,24,white
16879,male,168.7,86.4,right,20,white
16880,male,180.5,97.6,right,34,white
16882,male,172.8,76.5,right,26,white
16883,male,165.9,79.5,right,24,white
16884,male,169,73.7,right,20,hispanic
16885,male,176.9,72.2,left,26,white
16887,male,183.5,84.1,right,23,white
16888,male,177.7,113,right,27,white
16893,male,179.6,111,right,29,white
16896,male,182.4,108.3,right,27,white
16897,male,181.9,78.9,right,21,white
16899,male,172.9,81.2,right,29,white
16900,male,180.3,106.3,right,20,white
16902,male,173.5,69.5,right,37,white
16912,male,179.4,90.2,right,20,white
16913,male,184.4,118.9,right,37,white
16914,male,189,125.1,right,26,white
16916,male,168.9,60,right,26,white
16917,male,193.7,133.7,right,25,white
16918,male,182.2,101.2,right,23,white
16919,male,174.2,92,right,24,white
16921,male,177.3,104.4,right,20,white
16923,male,168.3,88.4,right,36,white
16924,male,182.2,76.7,right,20,white
16925,male,176.3,95.1,right,39,white
16929,male,170.8,77.1,right,22,white
16930,male,163.9,81.9,right,54,native_american
16931,male,172.8,97,left,50,white
16932,male,171.4,73.4,right,29,white
16933,male,185.3,107.4,right,30,white
16943,male,170,89.3,right,54,white
16944,male,174.9,80.1,right,47,white
16945,male,185.5,102,right,30,white
16946,male,174.8,95.1,right,45,white
16947,male,173.4,58.7,right,26,white
16948,male,176.7,88.8,left,41,white
16949,male,178.4,92.1,right,28,white
16950,male,175.4,76.1,left,35,white
16952,male,172.7,80.2,left,41,white
16953,male,170.6,87.6,either,25,white
16955,male,183,105.2,right,42,white
16956,male,173.3,84.4,right,27,white
16957,male,184.7,93.1,left,25,white
16959,male,167.6,85.7,right,35,hispanic
16961,male,172.1,84.6,right,27,white
16964,male,169.4,74.9,right,20,hispanic
16965,male,176.3,75.6,right,32,black
16967,male,177.9,91.6,right,49,hispanic
16969,male,179.3,89.2,right,47,white
16978,male,194.8,112.7,right,31,white
16981,male,187.5,98.3,right,37,white
16982,male,169.4,68.2,right,52,white
16983,male,169.6,67.2,right,32,white
16985,male,174.3,93.3,left,55,hispanic
16987,male,183.5,74.4,left,31,white
16996,male,166.8,88.9,right,36,white
16997,male,168.7,68.4,right,27,white
16998,male,174.4,86.9,right,38,white
17002,male,171.2,107.6,left,47,hispanic
17005,male,157,87.3,right,35,hispanic
17006,male,168.6,83,right,20,white
17009,male,190,107.2,right,54,white
17010,male,168.7,66.5,right,36,white
17011,male,182.7,116,right,43,white
17012,male,165.2,97.4,right,43,white
17015,male,173.3,69.9,right,19,white
17020,male,188.9,100.3,right,25,white
17022,male,172.2,76.8,left,20,white
17023,male,175.8,88.2,right,35,hispanic
17024,male,171.7,98,right,41,white
17025,male,171.7,91.9,right,23,hispanic
17029,male,176.3,89.6,left,32,white
17030,male,181.5,81.4,right,20,white
17036,male,173.5,90.2,right,41,white
17040,male,179.4,104.6,right,43,white
17044,male,156.8,63.9,right,19,hispanic
17045,male,171.1,63.3,right,19,hispanic
17046,male,174.3,108.2,right,39,white
17049,male,172.3,75.2,right,20,hispanic
17052,male,180.9,92.5,right,48,white
17054,male,183,83,either,34,white
17055,male,176,82.2,right,46,hispanic
17057,male,171.4,73.7,left,19,white
17060,male,171,92.7,left,47,white
17061,male,173.1,89,right,54,white
17062,male,172.4,66.2,right,41,white
17066,male,163.8,61.6,left,23,white
17071,male,164.9,85.1,right,43,white
17072,male,176.8,102.8,right,38,white
17075,male,181.8,99,right,41,white
17081,male,184,107.4,right,49,white
17082,male,172.7,112.2,right,37,white
17085,male,174.2,80.5,right,50,white
17089,male,170,69.1,right,22,white
17090,male,172.2,84.2,right,48,white
17091,male,180.9,84.9,right,23,white
17095,male,169.5,66.4,right,32,white
17099,male,164.9,58.5,right,24,asian
17100,male,171.9,80.9,right,42,white
17101,male,173.1,87.1,right,27,white
17102,male,177.3,118.9,left,23,white
17103,male,177,102.9,left,42,white
17104,male,177.3,102.6,right,33,white
17106,male,176.3,94,right,24,white
17110,male,181.4,94.4,right,36,white
17112,male,180.5,85.6,right,29,white
17115,male,183.8,100,left,41,white
17116,male,188.4,88.3,left,40,white
17117,male,181.1,100.5,right,42,white
17124,male,166.9,93.8,right,41,white
17125,male,178.7,80.4,right,35,white
17126,male,178,86.7,right,20,white
17127,male,173.2,106.3,left,34,pacific_islander
17129,male,160.4,70.5,right,28,asian
17130,male,177,102.1,right,44,white
17131,male,173.2,70.7,right,31,white
17132,male,168.8,85.9,right,24,white
17137,male,171,64.3,left,22,white
17138,male,179.2,62.3,right,20,white
17139,male,186.7,99.7,left,24,white
17141,male,182.5,85.1,right,23,black
17148,male,180.8,81.2,left,39,black
17150,male,178.9,97.2,right,25,white
17152,male,175.4,73.7,left,31,black
17156,male,174.2,81.6,left,22,white
17169,male,171.5,71.4,right,23,white
17191,male,158.5,62.7,right,20,asian
17200,male,189.7,84.7,right,25,white
17206,male,177.2,60.9,right,19,white
17209,male,173.8,67.5,right,20,white
17222,male,173.8,80.2,right,43,white
17227,male,170.5,102,right,38,white
17232,male,176.4,61.8,right,21,white
17234,male,173.3,80.2,right,19,white
17236,male,175.6,70.8,right,20,black
17237,male,182,85.2,right,34,white
17239,male,160.8,81.3,right,45,white
17240,male,174.1,88.3,right,26,white
17241,male,190.2,126.8,right,21,white
17243,male,168,63.1,right,19,hispanic
17244,male,179,62.1,right,21,white
17245,male,182.5,107.6,right,20,white
17246,male,180.1,116.2,right,24,white
17250,male,175.2,92.2,right,24,white
17251,male,168.9,74.3,right,25,white
17253,male,184.5,86.6,right,33,white
17256,male,163.8,72.8,right,39,white
17258,male,166.3,78,right,31,white
17259,male,180.7,83.6,right,40,white
17264,male,175.8,72.9,right,24,white
17267,male,171.8,86,right,35,white
17268,male,174.6,100.6,right,21,white
17272,male,164.6,73.1,right,20,white
17273,male,175.7,94.7,right,36,white
17275,male,185.3,72,right,19,white
17278,male,170.3,88.2,right,37,white
17281,male,185,83,right,23,white
17283,male,168.4,106.5,right,44,white
17284,male,174.5,90.4,right,21,white
17285,male,181.4,72.4,right,20,white
17286,male,164.2,65.9,left,25,asian
17291,male,187.5,99.6,right,30,white
17294,male,176.1,73.4,right,18,white
17295,male,178.8,77.7,left,18,white
17301,male,172.6,62.1,right,20,white
17305,male,166,76.6,right,28,asian
17314,male,159.8,69.3,right,28,hispanic
17317,male,171.9,86.7,right,38,white
17319,male,169.2,90.6,right,44,white
17322,male,174.1,85.1,right,37,white
17323,male,176,78.1,right,34,white
17326,male,174.6,99.4,right,51,white
17328,male,173.9,93.2,right,24,white
17329,male,176,102.8,right,41,white
17330,male,175,82.2,right,45,white
17332,male,174.2,93.2,right,45,hispanic
17335,male,180.3,126,right,41,white
17337,male,176.6,77.9,left,48,white
17339,male,183,90.1,left,31,white
17341,male,174.8,115.7,right,41,hispanic
17345,male,176.2,92.5,right,38,white
17352,male,171.4,82.8,right,42,asian
17356,male,171.6,79.8,right,34,white
17358,male,167.7,109.2,right,40,white
17363,male,171.4,100.1,right,42,white
17365,male,182,87.3,right,49,white
17378,male,175.3,89.4,right,39,white
17379,male,178.4,105.2,right,36,white
17381,male,175.8,84.7,right,20,white
17382,male,165.9,74.4,right,22,hispanic
17384,male,179.3,82,right,21,white
17386,male,172.7,111.9,right,28,pacific_islander
17389,male,177.7,128.7,right,25,white
17392,male,188.5,105,right,42,white
17394,male,171.6,69.4,right,23,hispanic
17395,male,163.4,66.2,right,30,white
17396,male,176.3,130.7,right,36,hispanic
17398,male,177.5,95.3,left,34,white
17400,male,182.3,78.1,right,20,white
17403,male,181.6,86.8,right,41,white
17404,male,188.6,92.3,right,24,white
17405,male,170,85,right,24,white
17407,male,175.9,83.5,right,20,white
17414,male,172,64.6,right,20,white
17417,male,171.6,85.8,right,20,white
17418,male,174.1,74.2,left,21,white
17421,male,173,88.7,right,22,white
17424,male,177.3,105.7,right,32,white
17426,male,166.5,73.6,right,30,asian
17428,male,174.7,69.6,right,22,white
17429,male,177.9,113.7,right,23,white
17434,male,162.9,58.4,either,35,asian
17442,male,165.6,72,right,24,white
17448,male,174.9,100.9,right,25,white
17452,male,185.8,81.6,left,19,white
17453,male,176.9,92.1,right,47,white
