spell,old20,bnc,subtlex
niglip,2.95,0,0
nikral,2.95,0,0
nil,1.65,839,19
nilball,2.9,0,0
nilbon,2.75,0,0
nild,1.8,0,0
nile,1.4,334,0
niling,1.6,0,0
nilky,1.9,0,0
nilling,1.7,0,0
nilmew,2.85,0,0
nilt,1.45,0,0
niltheast,3.75,0,0
nilthern,2.95,0,0
nilwork,3.2,0,0
nily,1.8,0,0
nimble,1.85,119,25
nimbler,2.1,6,0
nimbly,2,54,2
nimbus,2.45,84,5
nimp,1.8,0,0
nimrod,2.8,34,16
nimwad,2.95,0,0
ninceless,2.95,0,0
ninder,1.65,0,0
nine,1.3,13656,2560
ninefold,3.35,9,0
ninemess,2.9,0,0
ninemows,3.5,0,0
ninepence,3.3,28,4
ninepins,2.75,7,1
nines,1.4,74,49
ninesmen,2.65,0,0
nineteen,2.9,4758,57
nineteens,3.05,18,0
nineteenth,3.35,3268,14
nineties,2.35,481,13
ninetieth,3.3,36,1
ninety,2.3,4186,64
ningties,2.7,0,0
ninkes,1.95,0,0
ninks,1.35,0,0
ninnies,2.1,3,9
ninny,1.85,20,40
ninth,1.95,962,262
ninths,2,10,1
ninting,1.85,0,0
nintings,2.4,0,0
ninx,1.8,0,0
nip,1.2,287,121
nipe,1.5,0,0
niphit,2.7,0,0
niplards,2.95,0,0
nipped,1.5,148,14
nipper,1.65,25,19
nippers,1.75,12,5
nipping,1.55,66,19
nipple,1.85,153,127
nipples,1.85,261,216
nippling,1.9,0,0
nippon,2.4,137,0
nippy,1.9,43,30
nips,1.3,31,9
niq,1.75,0,0
nirdrooms,3.4,0,0
nireish,2.9,0,0
nireished,3.3,0,0
nirelings,2.8,0,0
nirtar,2.7,0,0
nished,1.8,0,0
nisher,1.9,0,0
nishmies,2.95,0,0
nishry,2.8,0,0
nispy,1.9,0,0
nissense,2.9,0,0
nistoi,2.9,0,0
nit,1,30,8
nitgins,2.75,0,0
nitkin,2.4,0,0
nitrate,2.25,450,52
nitrates,2.35,209,17
nitric,2.5,118,12
nitrics,2.55,0,0
nitrous,2.65,70,25
nits,1.2,45,3
nitted,1.8,0,0
nitters,1.6,0,0
nitting,1.65,0,0
nittle,1.85,0,0
nittled,1.95,0,0
nittles,1.95,0,0
nittling,2.05,0,0
nitwit,2.65,6,58
nitwits,2.7,3,11
nix,1.65,28,21
nixed,1.85,4,8
nixel,1.9,0,0
nixels,2.2,0,0
nixer,1.8,0,0
nixter,2,0,0
nixtered,2.7,0,0
nixtral,2.9,0,0
niy,1.7,0,0
niz,1.7,0,0
no,1,209943,119570
nob,1,23,1
nobbed,1.6,0,0
nobbing,1.6,0,0
nobble,1.55,12,1
nobbled,1.65,18,0
nobbling,1.8,6,0
nobel,1.9,375,1
noble,1.8,1634,638
nobler,1.9,25,26
nobles,1.8,409,60
noblesse,2.75,14,1
noblest,2.3,61,25
nobly,1.95,69,20
nobs,1,23,6
noche,1.9,0,7
nockens,2.2,0,0
nocklide,3.35,0,0
nocklides,3.4,0,0
noctual,2.75,0,0
noctuous,3.15,0,0
nocturne,3.2,38,3
nocturnes,3.25,8,1
nod,1,778,173
nodal,1.95,39,1
nodded,1.9,5141,34
noddin,2.45,0,0
nodding,1.85,551,41
noddle,1.7,9,1
node,1.25,772,25
nodes,1.4,532,28
nodlelle,3.4,0,0
nods,1.25,208,16
nodule,2.05,25,2
nodules,2.05,120,7
noffle,2.1,0,0
noffles,2.1,0,0
noffs,1.9,0,0
nog,1.1,5,11
noggats,2.7,0,0
noggin,2.5,19,32
noggins,2.35,5,1
noggle,1.75,0,0
nogs,1.15,1,0
nohms,1.9,0,0
nohn,1.8,0,0
nohs,1.7,0,0
noil,1.55,0,0
noiled,1.6,0,0
noils,1.6,0,0
noin,1.75,0,0
noins,1.8,0,0
noiroke,3.25,0,0
noise,1.7,4656,1741
noiseless,2.85,20,3
noises,1.8,933,348
noisier,1.95,29,7
noisome,2.9,17,3
noisy,1.9,1023,225
nolds,1.75,0,0
nole,1.25,0,0
nolftook,3.95,0,0
nolftooks,3.95,0,0
nolid,1.95,0,0
noligns,2.85,0,0
nollies,1.7,0,0
noloe,2,0,0
nols,1.65,0,0
nomad,1.95,60,7
nomads,2.25,131,10
nometheed,3.95,0,0
nometheeds,4.05,0,0
nomuer,2.45,0,0
nomuers,2.65,0,0
nonce,1.85,15,3
nonds,1.85,0,0
none,1.2,8440,3332
nonecech,3.85,0,0
nonenay,2.95,0,0
nonesuch,4,31,0
nonge,1.85,0,0
nongrap,3.15,0,0
nongrock,3.85,0,0
nonier,1.9,0,0
nonk,1.75,0,0
nonplussed,3.8,65,5
nonscossed,3.95,0,0
nonsense,2.85,1633,942
nonstick,3.25,11,1
nonstop,2.9,43,81
nonsy,1.85,0,0
nonthute,3.6,0,0
nonties,2.1,0,0
nonwhite,3.55,5,0
noodle,1.75,41,127
noodles,1.7,110,219
noodly,1.9,0,2
nook,1.55,79,51
nooks,1.7,51,10
noon,1.55,727,848
noonday,2.85,21,2
noondow,3.2,0,0
noonless,2.6,0,0
noontide,3.55,5,0
noose,1.65,110,111
noosebours,4.05,0,0
noosed,1.75,3,0
noosepts,3.1,0,0
nooses,1.7,9,3
nope,1.3,139,43
nopeds,1.95,0,0
nopes,1.25,0,0
nopped,1.5,0,0
nopplil,3.45,0,0
nopplum,3.35,0,0
nor,1.3,12470,1325
nora,1.8,501,0
nordic,2.55,202,0
nordrived,3.7,0,0
nordrives,3.4,0,0
norlins,2.8,0,0
norm,1.7,1003,28
normal,2.05,12454,3410
normans,2.2,144,0
norms,1.75,894,16
norse,1.5,131,0
north,1.85,21625,1583
northeast,3.15,236,122
northern,2.85,10911,174
northmen,2.8,3,0
northward,3.4,139,11
northwards,3.55,265,0
northwest,2.85,238,123
norus,1.9,0,0
norway,2.55,1523,0
nos,1.05,186,10
nosal,1.9,0,0
noscare,2.95,0,0
nose,1.2,4337,3407
nosebag,2.95,12,1
nosebleed,3.75,7,33
nosebleeds,4,15,23
nosed,1.6,78,3
nosedive,3.3,18,7
nosedived,3.6,5,0
nosedives,3.3,2,2
nosegay,2.85,6,2
noserice,2.95,0,0
noses,1.3,442,239
nosh,1.55,28,6
noshed,1.75,0,0
nosing,1.65,57,40
nosques,2.55,0,0
nostier,1.9,0,0
nostle,1.9,0,0
nostled,1.9,0,0
nostles,1.9,0,0
nostrids,2.8,0,0
nostril,2.85,78,31
nostrils,2.85,464,80
nostruct,2.7,0,0
nostrum,2.65,11,9
nostrums,2.65,13,1
nosy,1.65,66,127
not,1,462777,238427
notave,2.05,0,0
notaved,2.6,0,0
notawn,2.85,0,0
notch,1.95,149,148
notched,1.9,145,2
notches,1.9,59,45
notching,1.9,42,0
notchpard,3.85,0,0
note,1.4,10596,2545
notebook,3.3,793,222
notebooks,3.35,292,80
noted,1.75,6216,199
notes,1.55,6632,1205
nothed,1.85,0,0
nothing,1.8,34064,29680
nothings,2.65,37,16
notice,1.85,9211,2833
noticed,2.3,5292,2121
noting,1.75,993,12
notion,1.75,3649,336
notions,1.75,953,74
notter,1.65,0,0
notties,1.95,0,0
nougat,2.45,14,10
nought,1.65,546,10
noughts,1.85,45,0
noun,1.8,627,20
noundie,2.95,0,0
noundies,2.6,0,0
noundly,2.55,0,0
nouns,1.85,299,12
nourish,2.55,93,21
nourished,2.9,120,15
nous,1.7,52,19
nouty,1.95,0,0
nova,1.85,275,33
novae,1.9,10,1
novas,1.9,9,0
novel,1.85,4152,504
novels,1.85,1274,155
noves,1.35,0,0
novice,2.05,435,39
novnat,2.8,0,0
now,1,137814,103585
nowhere,2.7,2362,1749
nowing,1.35,0,0
noxious,2.7,177,11
noyest,1.95,0,0
nozzle,2,181,15
nozzles,2.05,60,10
nuance,2.1,94,19
nuanced,2.5,18,7
nub,1.25,78,7
nubile,2.35,32,8
nubs,1.25,5,2
nuck,1.4,0,0
nucklel,2.35,0,0
nucklens,2.65,0,0
nuclear,2.85,8130,906
nuclei,2.9,306,8
nucleus,2.9,670,43
nud,1.5,0,0
nude,1.75,414,250
nudels,2.2,0,0
nudes,1.8,100,26
nudge,1.7,153,56
nudged,1.75,224,5
nudgemalts,4.5,0,0
nudgemark,4.2,0,0
nudges,1.7,27,3
nudging,1.85,102,12
nudist,2.4,19,29
nudists,2.55,8,6
nuds,1.45,0,0
nudtics,2.95,0,0
nudtiors,3.25,0,0
nudvy,2.35,0,0
nuead,2,0,0
nueads,2.2,0,0
nueezet,3,0,0
nuera,2.55,0,0
nuestiern,3.4,0,0
nuf,1.85,0,0
nuffet,2.1,0,0
nuffets,2.55,0,0
nuffle,1.85,0,0
nuffled,1.85,0,0
nuffles,1.85,0,0
nug,1.2,0,10
nugget,1.95,44,37
nuggets,2.45,44,51
nuicher,2.35,0,0
nuisance,3,996,160
nule,1.7,0,0
null,1.5,272,24
numb,1.85,275,236
numbed,1.95,91,6
number,1.7,49385,10586
numbered,2.25,742,92
numbers,1.8,11321,1956
numbing,2,63,23
numbless,2.1,0,0
numbly,1.9,45,0
numbness,2.85,98,17
numbs,1.9,12,6
numes,1.8,0,0
nump,1.55,0,0
numped,1.65,0,0
numping,1.65,0,0
numps,1.5,0,0
numpy,1.8,0,0
numus,1.9,0,0
nun,1.3,445,331
nune,1.55,0,0
nuniant,3,0,0
nunier,1.95,0,0
nunk,1.5,0,0
nunked,1.8,0,0
nunks,1.65,0,0
nuns,1.4,538,196
nunt,1.6,0,0
nunured,2.75,0,0
nunwrion,3.55,0,0
nups,1.5,0,0
nuptial,2.9,38,7
nuptials,3.4,14,30
nurbic,2.8,0,0
nurdored,2.9,0,0
nurging,1.75,0,0
nurped,1.9,0,0
nurred,1.8,0,0
nurse,1.8,3402,1589
nursed,1.8,227,48
nursemaid,3.75,60,25
nursemaids,4.25,14,4
nurses,1.8,2529,616
nursing,1.85,2956,294
nurt,1.85,0,0
nurtal,2.35,0,0
nurtly,1.95,0,0
nurtones,2.9,0,0
nurtons,2.75,0,0
nurtsake,3.65,0,0
nurture,2.45,168,36
nurtured,2.6,224,27
nurtures,2.45,15,1
nusale,2.35,0,0
nusks,1.8,0,0
nustoas,2.95,0,0
nustoos,2.95,0,0
nut,1.3,670,744
nutbane,2.8,0,0
nutcase,2.7,23,60
nuthouse,2.6,4,45
nutiors,2.75,0,0
nutmeg,2.9,140,30
nutmegs,2.9,5,0
nutrient,2.7,192,17
nutrients,3.15,526,36
nuts,1.4,906,2587
nutshell,3.45,82,48
nutsmess,3.2,0,0
nutswill,3.45,0,0
nuttled,1.95,0,0
nutty,1.9,530,135
nuv,1.75,0,0
nuy,1.7,0,0
nuz,1.85,0,0
nuzzle,1.7,17,5
nuzzled,1.75,54,2
nuzzles,1.7,9,1
nyb,1.8,0,0
nyg,1.9,0,0
nyl,1.95,0,0
nylcho,2.95,0,0
nyll,1.95,0,0
nylon,2.25,694,62
nylons,2.45,40,60
nylph,2.5,0,0
nylspets,3.95,0,0
nymph,2.4,90,33
nymphet,3.1,6,2
nymphets,3.25,5,1
nympho,2.75,12,20
nymphs,2.5,74,27
nyn,1.95,0,0
nyours,2.2,0,0
nyr,1.95,0,0
nyrans,2.7,0,0
nys,1.85,0,0
nytan,2.75,0,0
oaden,1.85,0,0
oader,1.8,0,0
oaders,1.9,0,0
oads,1.15,0,0
oaf,1.6,32,50
oafish,1.95,10,2
oafs,1.7,8,4
oak,1.7,1635,189
oaken,1.9,19,1
oakless,2.65,0,0
oaklet,2.25,0,0
oaks,1.7,315,7
oakum,2.55,11,4
oaliacs,2.85,0,0
oalian,2.2,0,0
oalies,1.95,0,0
oam,1.05,0,0
oams,1.25,0,0
oar,1,81,33
oards,1.6,0,0
oars,1.15,130,53
oarsman,2.65,23,2
oarsmen,2.6,36,2
oast,1.1,25,1
oasts,1.35,2,0
oat,1,43,17
oatbarks,3,0,0
oatcakes,2.85,16,0
oath,1.5,547,485
oaths,1.7,172,19
oatmeal,3,78,154
oatrier,2.05,0,0
oats,1,293,70
oatslia,3.5,0,0
oatslian,3.55,0,0
oaves,1.45,0,0
oax,1.35,0,0
obbed,1.65,0,0
obchedes,3.4,0,0
obese,2,157,25
obey,1.9,739,394
obeyed,2.05,399,61
obeys,1.9,49,22
obgrode,2.9,0,0
obiya,2.8,0,0
objades,2.85,0,0
object,2.45,6325,1283
objects,2.45,4570,428
oblate,2,5,0
oblers,1.95,0,0
oblige,2.55,287,107
obliged,2.75,2063,289
oblique,2.7,220,17
oblong,2.6,119,6
oblongs,2.75,9,0
oboe,1.95,132,11
oboes,1.95,44,2
obone,1.85,0,0
oboned,1.95,0,0
obrose,2.4,0,0
obscene,2.85,487,171
obscents,2.7,0,0
obscure,2.7,1207,124
obscured,2.75,461,28
obscures,2.75,109,7
observe,2.35,1658,380
observed,2.35,5099,195
observes,2.3,410,11
obsess,2.35,8,30
obsessed,2.65,605,509
obstruct,2.65,138,29
obstructs,2.65,25,2
obtain,2.35,4575,184
obtained,2.4,6285,123
obtains,2.35,256,5
obtrude,2.55,11,1
obtrudes,2.65,5,0
obtryne,2.95,0,0
obtuse,2.75,79,11
obu,1.95,0,0
obverse,2.4,67,0
obvious,2.75,8532,1471
occenged,2.95,0,0
occept,2.5,0,0
occult,2.8,233,74
occur,2.4,5610,378
occurred,2.75,5493,737
occurs,2.4,3322,167
ocean,1.95,2023,1284
oceans,1.95,468,88
ocel,2,0,0
oces,1.6,0,0
ochish,2.6,0,0
ochre,2.45,113,0
ocix,2.25,0,0
ociyas,3,0,0
octane,2.45,35,4
octave,2.35,230,12
octaves,2.45,86,3
octet,2.1,16,1
ocy,1.95,0,0
odd,1.75,4482,1134
oddball,3.15,42,16
oddballs,3.35,22,5
odder,1.7,53,2
oddest,2,57,29
oddly,2,720,67
oddments,2.8,25,1
odds,1.85,1532,906
ode,1.45,107,11
odebake,2.9,0,0
odecalls,2.8,0,0
odes,1.4,51,0
odious,2.3,91,25
odis,1.85,0,0
odium,2.1,31,0
odour,1.9,687,23
odours,1.95,258,2
oeots,2,0,0
oestrus,3,33,0
of,1.25,2941790,573021
off,1.65,70166,59292
offal,2.7,67,9
offbeat,3.15,30,15
offence,2.55,3709,269
offend,2.15,317,258
offends,2.4,68,57
offer,1.9,15873,3740
offered,2.55,10710,1312
offers,1.9,5867,380
offhand,2.9,92,38
office,2.35,25684,9913
offing,1.9,73,15
offling,2.15,0,0
offock,2.85,0,0
offodes,2.95,0,0
offords,2.6,0,0
offprints,3.2,5,0
offset,2.7,1129,29
offsets,2.85,57,3
offshoot,3.6,112,7
offshoots,3.65,40,2
offshore,3.3,1028,109
offside,2.85,254,8
offspring,3.45,958,117
offstage,3.45,66,22
ofold,2,0,1
ofouts,2,0,0
oft,1.55,172,18
often,1.95,37642,2823
oge,1.6,0,0
oges,1.55,0,0
oggal,2.55,0,0
ogger,1.9,0,0
oggered,2.65,0,0
oggers,1.9,0,0
oggler,2,0,0
ogglers,2.3,0,0
ogle,1.85,25,11
ogled,1.85,11,5
ogling,1.95,21,14
ogre,1.85,47,60
ogres,1.8,30,24
ogress,1.9,2,0
ogry,1.95,0,0
oh,1.1,68437,4492
ohl,1.7,0,0
ohm,1.85,52,1
ohms,1.95,76,2
ohns,1.85,0,0
oho,1.8,7,0
oid,1.35,0,1
oifs,1.8,0,0
oil,1.45,10277,1816
oilbug,2.9,0,0
oilcan,2.65,4,5
oilcloth,3.6,17,1
oiled,1.35,146,29
oilers,1.75,14,3
oilfield,2.7,66,0
oilfields,2.9,52,3
oilier,1.9,6,0
oiling,1.4,47,3
oilman,2.55,11,6
oilmen,2.2,20,1
oilplage,2.85,0,0
oilrig,2.85,3,0
oils,1.5,791,66
oilskin,2.85,28,1
oilskins,2.9,38,0
oily,1.7,281,48
oin,1.05,0,2
oink,1.5,5,26
oinked,1.75,0,0
oinks,1.45,0,2
oins,1.25,0,0
ointment,2.65,107,79
ointments,2.65,18,2
oir,1.55,0,4
oissise,2.85,0,0
oist,1.5,0,1
ojane,2,0,0
ok,1.4,2872,1617
okay,1.9,12225,40017
okayed,2.15,7,35
okow,2,0,0
okra,2,30,15
okste,2.25,0,0
ol,1,68,302
old,1.5,54610,29004
olden,1.9,54,34
older,1.45,8970,2031
oldest,1.8,1474,466
oldish,2.15,12,0
oldster,2.25,4,0
oldsters,2.3,3,0
oldy,1.95,1,1
olfhard,3.05,0,0
olive,1.85,924,179
olives,1.9,250,126
oll,1.25,0,0
omace,1.95,0,0
omacs,1.95,0,0
omaling,2,0,0
oman,1.7,192,0
omaninct,3.7,0,0
omans,1.85,0,0
omaved,2,0,0
omaw,1.95,0,0
ombions,2.9,0,0
ombly,2,0,0
ombs,1.75,0,0
ombured,2.95,0,0
omeer,2,0,0
omeers,2,0,0
omegrore,3.85,0,0
omelet,2.35,2,117
omelette,3.15,121,56
omelettes,3.25,48,5
omen,1.65,162,74
omenen,2.6,0,0
omeniche,3.8,0,0
omenights,3.3,0,0
omens,1.85,90,22
omespints,3.85,0,0
omiel,2.2,0,0
omient,2.15,0,0
omients,2.45,0,0
omile,1.9,0,0
omills,1.95,0,0
omit,1.85,212,9
omits,1.85,77,0
ommelled,2.75,0,0
ommis,2.2,0,0
ommure,2.5,0,0
omnies,2.2,0,0
omny,2,0,0
omp,1.75,0,0
ompka,2.95,0,0
ompried,2.75,0,0
ompries,2.7,0,0
oms,1.65,0,0
omshess,2.95,0,0
on,1,724197,345091
once,1.8,27551,14200
onches,1.9,0,0
onching,1.95,0,0
onchy,2.45,0,0
onding,1.9,0,0
one,1.2,291402,136096
oneban,2.9,0,0
oned,1.6,0,0
ones,1.4,11756,4985
oneself,3,721,109
onetime,2.85,7,4
onged,1.85,0,0
onging,1.8,0,0
ongs,1.65,0,0
oniate,2.35,0,0
oniates,2.5,0,0
onion,1.9,680,200
onions,1.95,556,263
onj,1.85,0,0
onjosh,2.85,0,0
onk,1.6,0,0
onlam,2.7,0,0
onlet,1.85,0,0
onlets,1.9,0,0
only,1.95,152906,48650
onored,1.95,0,0
onos,1.8,0,0
onpacks,2.65,0,0
onrush,2.6,18,0
onset,1.95,816,41
onshits,2.9,0,0
onshore,2.7,154,11
onside,2.15,15,4
onslaught,3.8,318,17
onslaughts,4,19,0
onsleives,3.65,0,0
onsue,2,0,0
onte,1.8,0,0
onto,1.9,6208,1858
onus,1.75,241,3
onward,2.2,267,31
onwards,2.2,1415,17
ony,1.6,8,4
onyx,2.15,55,7
oobish,2.15,0,0
ooca,1.95,0,0
oocal,1.85,0,0
oocas,1.95,0,0
oochman,2.95,0,0
oochmen,2.95,0,0
ooding,1.8,0,0
oodles,1.8,17,18
ooed,1.6,0,0
oof,1.55,6,6
ooflets,2.55,0,0
ooflid,2.95,0,0
oofs,1.65,0,0
oogir,2.55,0,0
oogyrs,3,0,0
ooks,1.55,0,1
ool,1.4,0,1
oom,1.45,0,20
oomph,2.55,15,26
oonit,2.1,0,0
oopen,1.95,0,0
oops,1.2,184,31
oosed,1.6,0,0
oost,1.45,0,1
ooth,1.65,0,0
ooths,1.8,0,0
ootuors,2.9,0,0
ooze,1.75,95,24
oozed,1.8,77,4
oozes,1.8,46,10
oozing,1.9,154,37
oozy,1.8,8,2
op,1,212,157
opacks,1.95,0,0
opal,1.8,74,6
opals,1.8,21,4
opaque,2.8,321,6
opase,2,0,0
opee,1.85,0,0
open,1.75,30291,12221
opened,1.85,11614,1707
opening,2,7793,1839
openings,2.75,398,71
opens,1.8,1723,806
opfrey,2.85,0,0
opiate,2.2,51,16
opiates,2.35,41,20
opiche,2.7,0,0
opine,1.8,9,6
opined,1.8,46,0
opines,1.8,13,0
opium,2.5,218,105
oploge,2.8,0,0
opot,1.9,0,0
oppane,2.7,0,0
oppangs,2.85,0,0
oppose,2.05,855,110
opposed,2.25,2638,335
oppress,2.3,46,11
oppressed,2.45,388,64
opreged,2.9,0,0
ops,1.25,86,126
opted,1.95,608,21
optic,2.3,217,49
optics,2.45,133,34
opting,1.95,418,5
option,2,5425,714
options,2.1,3771,692
opus,1.85,116,21
oque,1.95,0,0
or,1,370855,75030
oral,1.75,2329,182
orange,1.85,2693,866
orate,1.65,2,2
orb,1.85,122,122
orbeel,2.75,0,0
orbit,1.95,713,251
orbits,2,280,29
orbs,1.9,19,20
orchard,2.8,524,69
orchards,2.8,159,5
orches,1.8,0,0
orchid,2.6,210,95
orchids,2.65,188,123
orchis,2.4,4,1
ordain,2.4,51,7
ordained,2.65,362,44
ordains,2.45,6,1
ordeal,2.35,606,117
ordeals,2.45,25,4
order,1.75,21812,7264
ordered,2.25,5212,1866
orders,1.9,5413,2987
ordion,2.6,0,0
ordished,2.95,0,0
ordlins,2.75,0,0
ordnance,2.95,395,44
ordots,2.45,0,0
ordure,2.7,20,0
ore,1,482,83
oreen,1.9,0,0
oreens,1.9,0,0
ores,1.3,95,20
organ,1.95,1340,343
organs,1.95,1026,297
orgauls,2.85,0,0
orgies,2,59,29
orglad,2.85,0,0
orglims,2.85,0,0
orgrand,2.8,0,0
orgy,2,140,80
oriel,1.95,69,0
oriels,1.95,4,0
orient,1.9,302,5
orients,2.15,5,0
oriets,1.9,0,0
orkbield,3.7,0,0
orkbields,3.8,0,0
orked,1.8,0,0
orkshoth,3.85,0,0
orms,1.55,0,0
ornakes,2.6,0,0
ornare,2.65,0,0
ornate,2.05,331,10
ornon,2,0,0
ornot,2.2,1,1
orort,2,0,0
orphan,2.8,166,272
orphaned,2.9,101,19
orphans,2.8,234,163
orris,2,8,1
orshacks,3,0,0
orspon,2.85,0,0
orst,1.85,0,0
orthnent,3.4,0,0
orthnents,3.75,0,0
orthus,2.8,0,0
ortruned,2.95,0,0
oruls,1.95,0,0
oryx,1.95,22,1
osae,2,0,0
osaid,2.05,0,0
osats,1.95,0,0
oscar,1.9,654,1
oscars,1.9,115,1
oschees,2.8,0,0
osco,2.45,0,0
osebloot,3.9,0,0
osebloots,3.9,0,0
osees,1.95,0,0
oseflin,3.5,0,0
oseflins,3.6,0,0
osegance,3.4,0,0
osels,2,0,0
osier,1.75,6,0
osiers,1.9,9,0
osiya,2.85,0,0
osknents,3.65,0,0
osols,1.95,0,0
osooed,2.5,0,0
osoos,2,0,0
ospor,2.6,0,0
ospors,2.5,0,0
osprey,2.7,49,0
ospreys,2.7,20,1
ossless,2.75,0,0
osslessed,3.3,0,0
ostler,1.95,21,1
ostlers,1.95,17,0
ostrich,2.9,137,43
ostroth,2.8,0,0
otberse,2.75,0,0
otch,1.75,0,2
otched,1.8,0,0
otese,1.95,0,0
otew,1.95,0,0
othect,2.8,0,0
other,1.65,142140,36688
others,1.75,28258,4799
oties,1.9,0,0
otin,1.95,0,0
otioc,2.55,0,0
otiocs,2.5,0,0
otiop,2.3,0,0
otlang,2.65,0,0
otlangs,2.75,0,0
otle,1.95,0,0
otled,1.9,0,0
otliche,3,0,0
otprure,3.15,0,0
otprured,3.4,0,0
otstracts,2.8,0,0
otstrict,2.75,0,0
otter,1.55,194,23
ottered,1.85,0,0
otters,1.65,154,9
ouch,1.75,126,45
oud,1.5,0,0
oufs,1.75,0,0
ought,1.75,6077,4052
ouija,2.9,48,3
oultrer,2.8,0,0
oultrers,2.9,0,0
oun,1.2,0,1
ounce,1.75,338,162
ounces,1.8,187,117
ouncing,1.9,0,0
ounge,1.8,0,0
oups,1.5,0,0
our,1.3,95006,63788
ours,1.4,1719,1648
oursed,1.8,0,0
oust,1.45,116,3
ousted,1.75,255,5
ousting,1.75,70,1
ousts,1.55,5,0
out,1.05,155352,193517
outage,1.9,15,21
outback,2.5,65,34
outbagged,2.85,0,0
outbait,2.55,0,0
outbaked,2.55,0,0
outbalms,2.9,0,0
outband,2.45,0,0
outbard,2.55,0,0
outbasks,2.7,0,0
outbass,2.45,0,0
outbast,2.4,0,0
outbaved,2.5,0,0
outbayed,2.6,0,0
outbeak,2.75,0,0
outbear,2.65,0,0
outbees,2.6,0,0
outbid,2.25,42,19
outboard,2.8,93,24
outboils,2.85,0,0
outbole,2.6,0,0
outbound,2.8,116,12
outbows,2.7,0,0
outbreak,3.3,964,91
outbreaks,3.5,228,7
outbride,2.5,0,0
outbrieus,3.5,0,0
outbrold,3.25,0,0
outbuild,3.15,0,0
outbuilds,3.5,0,0
outburn,2.75,0,0
outburst,3.05,353,73
outbursts,3.3,154,35
outbust,2.6,0,0
outcaned,2.65,0,0
outcast,2.4,124,65
outcaste,2.45,4,0
outcasts,2.4,57,41
outclass,2.5,4,1
outclassed,3.25,68,13
outclaw,2.65,0,0
outclink,3,0,0
outclop,2.8,0,0
outclout,3,0,0
outcome,2.65,3693,200
outcomes,2.65,937,21
outcries,2.8,18,4
outcrop,2.8,137,0
outcrops,2.8,108,0
outcry,2.85,275,12
outdames,2.55,0,0
outdeigned,3.7,0,0
outdens,2.65,0,0
outdid,2.3,7,19
outdo,2.05,47,26
outdoes,2.35,5,1
outdone,2.3,66,54
outdoor,2.7,1057,87
outdoors,2.8,346,102
outdound,2.8,0,0
outdunct,3.65,0,0
outduncts,3.85,0,0
outer,1.85,2461,413
outes,1.7,0,0
outfa,2.35,0,0
outface,2.45,8,0
outfaced,2.55,6,0
outfades,2.4,0,0
outfall,2.6,61,0
outfalls,2.6,16,0
outfaugh,3.25,0,0
outfells,2.65,0,0
outfensed,3.55,0,0
outfield,2.75,36,12
outfields,2.75,3,0
outfit,2.3,835,1278
outfits,2.55,285,214
outflank,2.8,20,13
outflanked,3.1,31,8
outflay,2.5,0,0
outflirt,3.15,0,0
outflow,2.75,193,7
outflows,2.8,65,0
outfought,3.55,6,5
outfoxed,2.7,3,6
outgates,2.45,0,0
outgel,2.4,0,0
outgins,2.2,0,0
outgold,2.75,0,0
outgot,2.1,0,0
outgreek,3.35,0,0
outgrew,2.75,19,17
outgrills,3.35,0,0
outgross,2.7,0,0
outgrow,2.5,29,21
outgrown,2.65,93,31
outgrows,2.5,6,2
outgrowth,3.35,50,2
outgrowths,3.6,18,1
outhad,2.5,0,0
outhat,2.25,0,0
outheard,2.7,0,0
outhose,2.25,0,0
outhouse,2.45,58,35
outing,1.65,532,51
outings,1.95,254,11
outlade,2.1,0,0
outlast,2.15,40,18
outlasts,2.3,7,2
outlaw,2.35,174,141
outlawed,2.45,196,43
outlaws,2.25,94,72
outlay,2.25,237,6
outlays,2.25,64,2
outleach,3,0,0
outlet,1.85,585,93
outlets,1.9,812,44
outline,2.05,1875,103
outlined,2.45,1965,39
outlines,2.25,644,25
outlitched,3.5,0,0
outlive,2.35,42,57
outlived,2.5,89,28
outlives,2.4,4,5
outlodes,2.4,0,0
outloll,2.8,0,0
outlook,2.8,1184,71
outlooks,2.8,52,0
outlow,2.3,0,0
outlows,2.35,0,0
outmatched,3.05,5,4
outmave,2.6,0,0
outmaved,2.65,0,0
outmew,2.65,0,0
outmost,2.5,3,0
outnice,2.6,0,0
outnuts,2.7,0,0
outpacks,2.65,0,0
outpike,2.7,0,0
outplates,2.7,0,0
outplay,2.6,6,2
outplayed,2.8,51,5
outplossed,3.75,0,0
outplow,2.7,0,0
outpock,2.7,0,0
outpolls,2.8,0,0
outport,2.35,4,0
outports,2.55,3,0
outpost,2.4,100,48
outposts,2.55,74,18
output,2.6,6002,70
outrage,1.9,663,154
outraged,2.2,450,58
outran,2.4,11,6
outrank,2.4,11,30
outranked,2.55,6,4
outranks,2.5,7,12
oûtre,2.55,0,0
outrides,1.95,2,0
outright,2.8,741,63
outrun,2.65,47,99
outruns,2.75,4,2
outs,1.2,172,98
outsaughs,3.7,0,0
outsears,2.6,0,0
outsell,2.65,13,2
outsells,2.75,9,8
outset,2,993,15
outshade,2.75,0,0
outshards,3.05,0,0
outshine,2.6,30,5
outshines,2.75,9,3
outshogne,3.55,0,0
outshone,2.75,30,1
outshorn,2.9,0,0
outshourts,3.8,0,0
outside,1.85,21130,8207
outsides,2.1,22,8
